strong,lemma,translit,gloss
H8216,שֵׁ֫פֶל,shay'-fel,low estate (place)
H8217,שָׁפָל,shaw-fawl',"base(-st), humble, low(-er, -ly)"
H8218,שִׁפְלָה,shif-law',low place
H8219,שְׁפֵלָה,shef-ay-law',"low country, (low) plain, vale(-ley)"
H8220,שִׁפְלוּת,shif-looth',idleness
H8221,שְׁפָם,shef-awm',Shepham
H8222,שָׂפָם,saw-fawm',"beard, (upper) lip"
H8223,שָׁפָם,shaw-fawm',Shapham
H8224,שִׂפְמוֹת,sif-moth',Siphmoth
H8225,שִׁפְמִי,shif-mee',Shiphmite
H8226,שָׂפַן,saw-fan',treasure
H8227,שָׁפָן,shaw-fawn',coney
H8228,שֶׁ֫פַע,sheh'-fah,abundance
H8229,שִׁפְעַת,shif-aw',"abundance, company, multitude"
H8230,שִׁפְעִי,shif-ee',Shiphi
H8231,שָׁפַר,shaw-far',X goodly
H8232,שְׁפַר,shef-ar',"be acceptable, please, + think good"
H8233,שָׁ֫פֶר,sheh'-fer,X goodly
H8234,שָׁ֫פֶר,sheh'-fer,Shapper
H8235,שִׁפְרָה,shif-raw',garnish
H8236,שִׁפְרָה,shif-raw',Shiphrah
H8237,שַׁפְרוּר,shaf-roor',royal pavilion
H8238,שְׁפַרְפָּרָא,shef-ar-far',X very early in the morning
H8239,שָׁפַת,shaw-fath',"bring, ordain, set on"
H8240,שְׁפַתָּ֫יִם,shaw-fawth',"hook, pot"
H8241,שֶׁ֫צֶף,sheh'-tsef,little
H8242,שָׂק,sak,"sack(-cloth, -clothes)"
H8243,שָׁק,shawk,leg
H8244,שָׂקַד,saw-kad',bind
H8245,שָׁקַד,shaw-kad',"hasten, remain, wake, watch (for)"
H8246,שָׁקַד,shaw-kad',"make like (unto, after the fashion of) almonds"
H8247,שָׁקֵד,shaw-kade',almond (tree)
H8248,שָׁקָה,shaw-kaw',"cause to (give, give to, let, make to) drink, drown, moisten, water"
H8249,שִׁקֻּוֵי,shif-koov',drink
H8250,שִׁקּוּי,shik-koo'-ee,"drink, marrow"
H8251,שִׁקּוּץ,shik-koots',"abominable filth (idol, -ation), detestable (thing)"
H8252,שָׁקַט,shaw-kat',"appease, idleness, (at, be at, be in, give) quiet(-ness), (be at, be in, give, have, take) rest, settle, be still"
H8253,שֶׁ֫קֶט,sheh'-ket,quietness
H8254,שָׁקַל,shaw-kal',"pay, receive(-r), spend, X throughly, weigh"
H8255,שֶׁ֫קֶל,sheh'-kel,shekel
H8256,שִׁקְמִים,shaw-kawm',"sycamore (fruit, tree)"
H8257,שָׁקַע,shaw-kah',"make deep, let down, drown, quench, sink"
H8258,שְׁקַעֲרוּרֹת,shek-ah-roo-raw',hollow strake
H8259,שָׁקַף,shaw-kaf',"appear, look (down, forth, out)"
H8260,שָׁ֫קֶף,sheh'-kef,window
H8261,שְׁקֻפִים,shaw-koof',"light, window"
H8262,שָׁקַץ,shaw-kats',"abhor, make abominable, have in abomination, detest, X utterly"
H8263,שֶׁ֫קֶץ,sheh'-kets,abominable(-tion)
H8264,שָׁקַק,shaw-kak',"have appetite, justle one against another, long, range, run (to and fro)"
H8265,שָׂקַר,saw-kar',wanton
H8266,שָׁקַר,shaw-kar',"fail, deal falsely, lie"
H8267,שֶׁ֫קֶר,sheh'-ker,"without a cause, deceit(-ful), false(-hood, -ly), feignedly, liar, + lie, lying, vain (thing), wrongfully"
H8268,שֹׁ֫קֶת,sho'-keth,trough
H8269,שָׂר,sar,"captain (that had rule), chief (captain), general, governor, keeper, lord, ((-task-))master, prince(-ipal), ruler, steward"
H8270,שֹׁר,shore,navel
H8271,שְׁרָא,sher-ay',"begin, dissolve, dwell, loose"
H8272,שַׂר־אֶ֫צֶר,shar-eh'-tser,Sharezer
H8273,שָׁרָב,shaw-rawb',"heat, parched ground"
H8274,שֵׁרֵבְיָה,shay-rayb-yaw',Sherebiah
H8275,שַׁרְבִיט,shar-beet',sceptre
H8276,שָׂרַג,saw-rag',"wrap together, wreath"
H8277,שָׂרַד,saw-rad',remain
H8278,שְׂרָד,ser-awd',service
H8279,שֶׂ֫רֶד,seh'-red,line
H8280,שָׂרָה,saw-raw',have power (as a prince)
H8281,שָׁרָה,shaw-raw',direct
H8282,שָׂרַת,saw-raw',"lady, princess, queen"
H8283,שָׂרָה,saw-raw',Sarah
H8284,שָׁרוֹת,shaw-raw',"sing (by mistake for shiyr), wall"
H8285,שֵׁרוֹת,shay-raw',bracelet
H8286,שְׂרוּג,ser-oog',Serug
H8287,שָׁרוּחֶן,shaw-roo-khen',Sharuhen
H8288,שְׂרוֹך,ser-oke',((shoe-)) latchet
H8289,NONE,shaw-rone',"Lasharon, Sharon"
H8290,NONE,shaw-ro-nee',Sharonite
H8291,שְׂרוּקֵּי,sar-ook',principal plant
H8292,שְׁרִקוֹת,sher-oo-kaw',"bleating, hissing"
H8293,שֵׁרוּת,shay-rooth',remnant
H8294,שָׂ֫רַח,seh'-rakh,"Sarah, Serah"
H8295,שָׂרַט,saw-rat',"cut in pieces, make (cuttings) pieces"
H8296,שֶׂ֫רֶט,seh'-ret,cutting
H8297,שָׂרָי,saw-rah'-ee,Sarai
H8298,שָׁרָי,shaw-rah'-ee,Sharai
H8299,שָׂרִיגִים,saw-reeg',branch
H8300,שָׂרִיד,saw-reed',"X alive, left, remain(- ing), remnant, rest"
H8301,שָׂרִיד,suw-reed',Sarid
H8302,שִׁרְיוֹן,shir-yone',"breastplate, coat of mail, habergeon, harness"
H8303,שִׂרְיֹן,shir-yone',Sirion
H8304,שְׂרָיָה,ser-aw-yaw',Seraiah
H8305,שְׂרִיקוֹת,ser-ee-kaw',fine
H8306,שְׁרִירֵי,shaw-reer',navel
H8307,שְׁרִירוּת,sher-ee-rooth',"imagination, lust"
H8308,שָׂרַך,saw-rak',traverse
H8309,שְׁרֵמוֹת,sher-ay-maw',field
H8310,NONE,sar-seh-keem',Sarsechim
H8311,שָׂרַע,saw-rah',"stretch out self, (have any) superfluous thing"
H8312,שַׂרְעַף,sar-af',thought
H8313,שָׂרַף,saw-raf',"(cause to, make a) burn((-ing), up) kindle, X utterly"
H8314,שָׂרָף,saw-rawf',"fiery (serpent), seraph"
H8315,שָׂרָף,saw-raf',Saraph
H8316,שְׂרֵפָה,ser-ay-faw',burning
H8317,שָׁרַץ,shaw-rats',"breed (bring forth, increase) abundantly (in abundance), creep, move"
H8318,שָׁ֫רֶץ,sheh'-rets,"creep(-ing thing), move(-ing creature)"
H8319,שָׁרַק,shaw-rak',hiss
H8320,שְׂרֻקִּים,saw-rook',speckled
H8321,שֹׂרֵק,so-rake',"choice(-st, noble) wine"
H8322,שְׁרֵקָה,sher-ay-kaw',hissing
H8323,שָׂרַר,saw-rar',"X altogether, make self a prince, (bear) rule"
H8324,שֹׁרְרֵי,shaw-rar',enemy
H8325,שָׁרָר,shaw-rawr',Sharar
H8326,שֹׁ֫רֶר,sho'-rer,navel
H8327,שָׁרַשׁ,shaw-rash',"(take, cause to take) root (out)"
H8328,שֹׁ֫רֶשׁ,sheh'-resh,"bottom, deep, heel, root"
H8329,שָׁ֫רֶשׁ,sheh'-resh,Sharesh
H8330,שֹׁ֫רֶשׁ,sho'-resh,root
H8331,שַׁרְשֹׁת,shar-shaw',chain
H8332,שְׁרֹשׁוּ,sher-o-shoo',banishment
H8333,שַׁרְשְׁרוֹת,shar-sher-aw',chain
H8334,שָׁרַת,shaw-rath',"minister (unto), (do) serve(- ant, -ice, -itor), wait on"
H8335,שָׁרֵת,shaw-rayth',minister(-ry)
H8336,שֵׁשׁ,shaysh,"X blue, fine ((twined)) linen, marble, silk"
H8337,שֵׁשׁ,shaysh,"six((-teen, -teenth)), sixth"
H8338,שָׁשָׁא,shaw-shaw',leave by the sixth part (by confusion with shashah)
H8339,שֵׁשְׁבַּצַּר,shaysh-bats-tsar',Sheshbazzar
H8340,שֵׁשְׁבַּצַּר,shaysh-bats-tsar',Sheshbazzar
H8341,שָׁשָׁה,shaw-shaw',to sixth or divide into sixths:--give the sixth participle
H8342,שָׂשׂוֹן,saw-sone',"gladness, joy, mirth, rejoicing"
H8343,שָׁשַׁי,shaw-shah'-ee,Shashai
H8344,שֵׁשַׁי,shay-shah'-ee,Sheshai
H8345,שִׁשִּׁי,shish-shee',sixth (part)
H8346,שִׁשִּׁים,shish-sheem',"sixty, three score"
H8347,שֵׁשַׁך,shay-shak',Sheshach
H8348,שֵׁשָׁן,shay-shawn',Sheshan
H8349,שָׁשָׁק,shaw-shak',Shashak
H8350,שָׁשַׁר,shaw-shar',vermillion
H8351,שֵׁת,shayth,Sheth
H8352,שֵׁת,shayth,"Seth, Sheth"
H8353,שִׁת,shayth,six(-th)
H8354,שָׁתָה,shaw-thaw',"X assuredly, banquet, X certainly, drink(-er, -ing), drunk (X -ard), surely"
H8355,שְׁתָה,sheth-aw',drink
H8356,שָׁתוֹת,shaw-thaw',"foundation, purpose"
H8357,שֵׁת,shay-thaw',buttock
H8358,שְׁתִי,sheth-ee',drunkenness
H8359,שְׁתִי,sheth-ee',warp
H8360,שְׁתִיָּה,sheth-ee-yaw',drinking
H8361,שִׁתִּין,shit-teen',threescore
H8362,שָׁתַל,shaw-thal',plant
H8363,שְׁתִלֵי,sheth-eel',plant
H8364,שֻׁתַלְחִי,shoo-thal-kee',Shuthalhites
H8365,שָׁתַם,shaw-tham',be open
H8366,שָׁתַן,shaw-than',piss
H8367,שָׁתַק,shaw-thak',"be calm, cease, be quiet"
H8368,שָׂתַר,saw-thar',have in (one's) secret parts
H8369,שֵׁתָר,shay-thawr',Shethar
H8370,שְׁתַר בּוֹזְנַי,sheth-ar' bo-zen-ah'-ee,Shethar-boznai
H8371,שָׁתַת,shaw-thath',"be laid, set"
H8372,תָּא,taw,(little) chamber
H8373,תָּאַב,taw-ab',long
H8374,תָּאַב,taw-ab',abhor
H8375,תַּאֲבָה,tah-ab-aw',longing
H8376,תָּאַו,taw-aw',point out
H8377,תְּאוֹ,teh-o',wild bull (ox)
H8378,תַּאֲוָה,tah-av-aw',"dainty, desire, X exceedingly, X greedily, lust(ing), pleasant"
H8379,תַּאֲוַת,tah-av-aw',utmost bound
H8380,תְאוֹמִים,taw-ome',twins
H8381,תַּאֲלַת,tah-al-aw',curse
H8382,תָּאַם,taw-am',"coupled (together), bear twins"
H8383,תְּאֻנִים,teh-oon',lie
H8384,תְּאֵנִים,teh-ane',fig (tree)
H8385,תַּאֲנַת,tah-an-aw',occasion
H8386,תַּאֲנִיָּה,tah-an-ee-yaw',"heaviness, mourning"
H8387,תַּאֲנַת שִׁלֹה,tah-an-ath' shee-lo',Taanath-shiloh
H8388,תָּאַר,taw-ar',"be drawn, mark out, (Rimmon-)methoar (by union with Rimmown)"
H8389,תֹּ֫אַר,to'-ar,"+ beautiful, X comely, countenance, + fair, X favoured, form, X goodly, X resemble, visage"
H8390,תַּאְרֵ֫עַ,tah-ar-ay'-ah,Tarea
H8391,תְּאַשּׁוּר,teh-ash-shoor',box (tree)
H8392,תֵּבָה,tay-baw',ark
H8393,תְּבוּאָה,teb-oo-aw',"fruit, gain, increase, revenue"
H8394,תָּבוּן,taw-boon',"discretion, reason, skilfulness, understanding, wisdom"
H8395,תְּבוּסַת,teb-oo-saw',destruction
H8396,תָּבוֹר,taw-bore',Tabor
H8397,תֶּ֫בֶל,teh'-bel,confusion
H8398,תֵּבֵל,tay-bale',"habitable part, world"
H8399,תַּבְלִית,tab-leeth',destruction
H8400,NONE,teb-al-lool',blemish
H8401,תֶּ֫בֶן,teh'-ben,"chaff, straw, stubble"
H8402,תִּבְנִי,tib-nee',Tibni
H8403,תַּבְנִית,tab-neeth',"figure, form, likeness, pattern, similitude"
H8404,תַּבְעֵרָה,tab-ay-raw',Taberah
H8405,תֵּבֵץ,tay-bates',Thebez
H8406,תְּבַר,teb-ar',broken
H8407,תִּגְלַת פִּלְאֶ֫סֶר,tig-lath' pil-eh'-ser,"Tiglath-pileser, Tilgath- pilneser"
H8408,תַּגְמוּלִים,tag-mool',benefit
H8409,תִּגְרַת,tig-raw',blow
H8410,תִּדְהָר,tid-hawr',pine (tree)
H8411,תְּדִירָא,ted-ee-raw',continually
H8412,תַּדְמֹר,tad-more',Tadmor
H8413,תִּדְעָל,tid-awl',Tidal
H8414,תֹּ֫הוּ,to'-hoo,"confusion, empty place, without form, nothing, (thing of) nought, vain, vanity, waste, wilderness"
H8415,תְּהוֹם,teh-home',"deep (place), depth"
H8416,תְּהִלָּה,teh-hil-law',praise
H8417,תָּהֳלָה,to-hol-aw',folly
H8418,תַּהֲלֻכֹת,tah-hal-oo-kaw',X went
H8419,תַּהְפֻּכוֹת,tah-poo-kaw',"(very) froward(-ness, thing), perverse thing"
H8420,תָּ֫וִי,tawv,"desire, mark"
H8421,תּוּב,toob,"answer, restore, return (an answer)"
H8422,תֻּבָל,too-bal',Tubal
H8423,תּוּבַל קַ֫יִן,too-bal' kah'-yin,Tubal-cain
H8424,תּוּגָה,too-gaw',"heaviness, sorrow"
H8425,תּוֹגַרְמָה,to-gar-maw',Togarmah
H8426,תּוֹדָה,to-daw',"confession, (sacrifice of) praise, thanks(-giving, offering)"
H8427,תָּוָה,taw-vaw',"scrabble, set (a mark)"
H8428,תָּוָה,taw-vaw',limit (by confusion with tavah)
H8429,תְּוַהּ,tev-ah',be astonied
H8430,תּ֫וֹחַ,to'-akh,Toah
H8431,תּוֹחֶ֫לֶת,to-kheh'-leth,hope
H8432,תָּ֫וֶך,taw'-vek,"among(-st), X between, half, X (there-,where-), in(-to), middle, mid(-night), midst (among), X out (of), X through, X with(-in)"
H8433,תּוֹכֵחָה,to-kay-khaw',"argument, X chastened, correction, reasoning, rebuke, reproof, X be (often) reproved"
H8434,תּוֹלָד,to-lawd',Tolad
H8435,תּוֹלְדוֹת,to-led-aw',"birth, generations"
H8436,תּוּלוֹן,too-lone',Tilon (from the margin)
H8437,NONE,to-lawl',that wasted
H8438,תּוֹלָע,to-law',"crimson, scarlet, worm"
H8439,תּוֹלָע,to-law',Tola
H8440,תּוֹלָעִי,to-law-ee',Tolaites
H8441,תּוֹעֵבָה,to-ay-baw',"abominable (custom, thing), abomination"
H8442,תּוֹעָה,to-aw',"error, hinder"
H8443,תּוֹעָפוֹת,to-aw-faw',"plenty, strength"
H8444,תּוֹצָאוֹת,to-tsaw-aw',"border(-s), going(-s) forth (out), issues, outgoings"
H8445,תּוֹקַ֫הַת,to-kah'-ath,Tikvath (by correction for Tiqvah)
H8446,תּוּר,toor,"chap(-man), sent to descry, be excellent, merchant(-man), search (out), seek, (e-)spy (out)"
H8447,תֹּרִים,tore,"border, row, turn"
H8448,תּוֹר,tore,estate
H8449,תֹּר,tore,(turtle) dove
H8450,תּוֹרִין,tore,"bullock, ox"
H8451,תּוֹרָה,to-raw',law
H8452,תּוֹרַת,to-raw',manner
H8453,תֹּשָׁבֵי,to-shawb',"foreigner, inhabitant, sojourner, stranger"
H8454,תּוּשִׁיָּה,too-shee-yaw',"enterprise, that which (thing as it) is, substance, (sound) wisdom, working"
H8455,תּוֹתָח,to-thawkh',darts
H8456,תָּזַז,taw-zaz',cut down
H8457,תַּזְנוּת,taz-nooth',"fornication, whoredom"
H8458,תַּחְבֻּלוֹת,takh-boo-law',"good advice, (wise) counsels"
H8459,תֹּ֫חוּ,to'-khoo,Tohu
H8460,תְּחוֹת,tekh-oth',under
H8461,תַּחְכְּמֹנִי,takh-kem-o-nee',Tachmonite
H8462,תְּחִלָּה,tekh-il-law',"begin(-ning), first (time)"
H8463,תַּחֲלֻאּים,takh-al-oo',"disease, X grievous, (that are) sick(-ness)"
H8464,תַּחְמָס,takh-mawce',night hawk
H8465,תַּ֫חַן,takh'-an,Tahan
H8466,תַּחֲנֹת,takh-an-aw',camp
H8467,תְּחִנָּה,tekh-in-naw',"favour, grace, supplication"
H8468,תְּחִנָּה,tekh-in-naw',Tehinnah
H8469,תַּחֲנוּנִים,takh-an-oon',"intreaty, supplication"
H8470,תַּחֲנִי,takh-an-ee',Tahanites
H8471,NONE,takh-pan-khace',"Tahapanes, Tahpanhes, Tehaphnehes"
H8472,NONE,takh-pen-ace',Tahpenes
H8473,תַּחְרָא,takh-ar-aw',habergeon
H8474,תְּתַחֲרֶה,takh-aw-raw',"close, contend"
H8475,תַּחְרֵ֫עַ,takh-ray'-ah,Tahrea
H8476,תָּ֫חַשׁ,takh'-ash,badger
H8477,תַּ֫חַשׁ,takh'-ash,Thahash
H8478,תָּ֫חַת,takh'-ath,"as, beneath, X flat, in(-stead), (same) place (where"
H8479,תַּ֫חַת,takh'-ath,under
H8480,תָּ֫חַת,takh'-ath,Tahath
H8481,תַּחְתּוֹן,takh-tone',"lower(-est), nether(-most)"
H8482,תַּחְתִּי,takh-tee',"low (parts, -er, -er parts, - est), nether (part)"
H8483,תַּחְתִּים חָדְשִׁי,takh-teem' khod-shee',Tahtim-hodshi
H8484,תִּיכוֹן,tee-kone',"middle(-most), midst"
H8485,תֵּימָא,tay-maw',Tema
H8486,תֵּמָן,tay-mawn',"south (side, -ward, wind)"
H8487,תֵּימָן,tay-mawn',"south, Teman"
H8488,תֵּימְנִי,tay-men-ee',Temeni
H8489,תֵּימָנִי,tay-maw-nee',"Temani, Temanite"
H8490,תִּימֲרוֹת,tee-maw-raw',pillar
H8491,תִּיצִי,tee-tsee',Tizite
H8492,תִּירוֹשׁ,tee-roshe',"(new, sweet) wine"
H8493,תִּירְיָא,tee-reh-yaw',Tiria
H8494,תִּירָס,tee-rawce',Tiras
H8495,תָּ֫יִשׁ,tah'-yeesh,he goat
H8496,תֹּך,toke,"deceit, fraud"
H8497,תָּכָה,taw-kaw',sit down
H8498,תְּכוּנָה,tek-oo-naw',"fashion, store"
H8499,תְּכוּנַת,tek-oo-naw',seat
H8500,תֻּכִּיִּים,took-kee',peacock
H8501,תְּכָכִים,taw-kawk',deceitful
H8502,תִּכְלָה,tik-law',perfection
H8503,תַּכְלִית,tak-leeth',"end, perfect(-ion)"
H8504,תְּכֵ֫לֶת,tek-ay'-leth,blue
H8505,תָּכַן,taw-kan',"bear up, direct, be ((un-))equal, mete, ponder, tell, weigh"
H8506,תֹּ֫כֶן,to'-ken,"measure, tale"
H8507,תֹּ֫כֶן,to'-ken,Tochen
H8508,תָּכְנִית,tok-neeth',"pattern, sum"
H8509,תַּכְרִיך,tak-reek',garment
H8510,תֵּל,tale,"heap, X strength"
H8511,תָּלָא,taw-law',"be bent, hang (in doubt)"
H8512,תֵּל אָבִיב,tale aw-beeb',Tel-abib
H8513,תְּלָאָה,tel-aw-aw',"travail, travel, trouble"
H8514,תַּלְאֻבוֹת,tal-oo-baw',great drought
H8515,תְּלַאשָּׂר,tel-as-sar',Telassar
H8516,תִּלְבֹּ֫שֶׁת,tal-bo'-sheth,clothing
H8517,תְּלַג,tel-ag',snow
H8518,תָּלָה,taw-law',hang (up)
H8519,תְּלֻנּוֹת,tel-oo-naw',murmuring
H8520,תָּ֫לַח,teh'-lakh,Telah
H8521,תֵּל חַרְשָׁא,tale khar-shaw',"Tel-haresha, Tel-harsa"
H8522,תְּלִי,tel-ee',quiver
H8523,תַּלְתִּי,tel-ee-thah'-ee,third
H8524,תָּלַל,taw-lal',eminent
H8525,תֶּ֫לֶם,teh'-lem,"furrow, ridge"
H8526,תַּלְמָי,tal-mah'-ee,Talmai
H8527,תַּלְמִיד,tal-meed',scholar
H8528,תֵּל מֶ֫לַח,tale meh'-lakh,Tel-melah
H8529,תָּלָע,taw-law',X scarlet
H8530,תַּלְפִּיּוֹת,tal-pee-yaw',armoury
H8531,תַּלְתָא,tel-ath',third
H8532,תְּלָת,tel-awth',"third, three"
H8533,תְּלָתִין,tel-aw-theen',thirty
H8534,תַּלְתַּלִּים,tal-tal',bushy
H8535,תָּם־,tawm,"coupled together, perfect, plain, undefiled, upright"
H8536,תַּמָּה,tawm,"X thence, there, X where"
H8537,תֹּם,tome,"full, integrity, perfect(-ion), simplicity, upright(-ly, -ness), at a venture"
H8538,תֻּמַּת,toom-maw',integrity
H8539,תָּמַהּ,taw-mah',"be amazed, be astonished, marvel(-lously), wonder"
H8540,תִּמְהִין,tem-ah',wonder
H8541,תִּמָּהוֹן,tim-maw-hone',astonishment
H8542,תַּמּוּז,tam-mooz',Tammuz
H8543,תְּמוֹל,tem-ole',"+ before (-time), + these (three) days, + heretofore, + time past, yesterday"
H8544,תְּמוּנָה,tem-oo-naw',"image, likeness, similitude"
H8545,תְּמוּרָה,tem-oo-raw',"(ex-)change(-ing), recompense, restitution"
H8546,תְּמוּתָה,tem-oo-thaw',"death, die"
H8547,תָּ֫מַח,teh'-makh,"Tamah, Thamah"
H8548,תָּמִיד,taw-meed',"alway(-s), continual (employment, -ly), daily, ((n-))ever(-more), perpetual"
H8549,תָּמִים,taw-meem',"without blemish, complete, full, perfect, sincerely (-ity), sound, without spot, undefiled, upright(-ly), whole"
H8550,תֻּמִּים,toom-meem',Thummim
H8551,תָּמַך,taw-mak',"(take, up-)hold (up), maintain, retain, stay (up)"
H8552,תָּמַם,taw-mam',"accomplish, cease, be clean (pass-)ed, consume, have done, (come to an, have an, make an) end, fail, come to the full, be all gone, X be all here, be (make) perfect, be spent, sum, be (shew self) upright, be wasted, whole"
H8553,תִמְנָה,tim-naw',"Timnah, Timnath, Thimnathah"
H8554,תִּמְנִי,tim-nee',Timnite
H8555,תִּמְנָע,tim-naw',"Timna, Timnah"
H8556,תִּמְנַת חֶ֫רֶס,tim-nath kheh'-res,"Timnath-heres, Timnath-serah"
H8557,תֶּ֫מֶס,teh'-mes,melt
H8558,תָּמָר,taw-mawr',palm (tree)
H8559,תָּמָר,taw-mawr',Tamar
H8560,תֹּ֫מֶר,to'-mer,palm tree
H8561,תִּמֹרִים,tim-more',palm tree
H8562,תַּמְרוּקִים,tam-rook',"X cleanse, (thing for) purification(-fying)"
H8563,תַּמְרוּר,tam-roor',X most bitter(-ly)
H8564,תַּמְרוּר,tam-roor',high heap
H8565,תַּנִּים,tan,"dragon, whale"
H8566,תָּנָה,taw-naw',hire
H8567,תָּנָה,taw-naw',"lament, rehearse"
H8568,תַּנּוֹת,tan-naw',dragon
H8569,תְּנוּאַת,ten-oo-aw',"breach of promise, occasion"
H8570,תְּנוּבָה,ten-oo-baw',"fruit, increase"
H8571,תְּנוּך,ten-ook',tip
H8572,תְּנוּמָה,ten-oo-maw',slumber(-ing)
H8573,תְּנוּפָה,ten-oo-faw',"offering, shaking, wave (offering)"
H8574,תַּנּוּר,tan-noor',"furnace, oven"
H8575,תַּנְחוּמִים,tan-khoom',"comfort, consolation"
H8576,תַּנְחֻ֫מֶת,tan-khoo'-meth,Tanhumeth
H8577,תַּנִּין,tan-neen',"dragon, sea-monster, serpent, whale"
H8578,תִּנְיָנָה,tin-yawn',second
H8579,תִּנְיָנוּת,tin-yaw-nooth',again
H8580,תִּנְשָׁ֫מֶת,tan-sheh'-meth,"mole, swan"
H8581,תָּעַב,taw-ab',"(make to be) abhor(-red), (be, commit more, do) abominable(-y), X utterly"
H8582,תָּעָה,taw-aw',"(cause to) go astray, deceive, dissemble, (cause to, make to) err, pant, seduce, (make to) stagger, (cause to) wander, be out of the way"
H8583,תֹּ֫עִי,to'-oo,"Toi, Tou"
H8584,תְּעוּדָה,teh-oo-daw',testimony
H8585,תְּעָלָה,teh-aw-law',"conduit, cured, healing, little river, trench, watercourse"
H8586,תַּעֲלוּלִים,tah-al-ool',"babe, delusion"
H8587,תַּעֲלוּמ,tah-al-oom-maw',"thing that is hid, secret"
H8588,תַּעֲנוּג,tah-an-oog',"delicate, delight, pleasant"
H8589,תַּעֲנִית,tah-an-eeth',heaviness
H8590,תַּעְנַך,tah-an-awk',"Taanach, Tanach"
H8591,תָּעַע,taw-ah',"deceive, misuse"
H8592,תַּעֲצֻמוֹת,tah-ats-oo-maw',power
H8593,תַּ֫עַר,tah'-ar,"(pen-)knife, razor, scabbard, shave, sheath"
H8594,תַּעֲרֻבוֹת,tah-ar-oo-baw',+ hostage
H8595,תַּעְתֻּ֫עַ,tah-too'-ah,error
H8596,תֹּף,tofe,"tabret, timbrel"
H8597,תִּפְאָרָה,tif-aw-raw',"beauty(- iful), bravery, comely, fair, glory(-ious), hono; ornament (abstractly or concretely, literally or figuratively):--beauty(-iful), bravery, comely, fair, glory(-ious), honour, majesty"
H8598,תַּפּ֫וּחַ,tap-poo'-akh,apple (tree)
H8599,תַּפּ֫וּחַ,tap-poo'-akh,Tappuah
H8600,תְּפוֹצוֹת,tef-o-tsaw',dispersion
H8601,תֻּפִינֵי,too-feen',baked piece
H8602,תָּפֵל,taw-fale',"foolish things, unsavoury, untempered"
H8603,תֹּ֫פֶל,to'-fel,Tophel
H8604,תִּפְלָה,tif-law',"folly, foolishly"
H8605,תְּפִלָּה,tef-il-law',prayer
H8606,תִּפְלַצְתּוֹ,tif-leh'-tseth,terrible
H8607,תִּפְסַח,tif-sakh',Tipsah
H8608,תָּפַף,taw-faf',"taber, play with timbrels"
H8609,תָּפַר,taw-far',(women that) sew (together)
H8610,תָּפַשׂ,taw-fas',"catch, handle, (lay, take) hold (on, over), stop, X surely, surprise, take"
